PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,Family_Size,Title,Deck,Side,Fare_Per_Person,AgeClass,Protocole,Gender
1,0,3,22.0,1,0,7.25,2,1,3,-1,0,3.625,66.0,0,1
2,1,1,38.0,1,0,71.2833,0,1,4,3,-1,35.64165,38.0,1,0
3,1,3,26.0,0,0,7.925,2,0,2,-1,0,7.925,78.0,1,0
4,1,1,35.0,1,0,53.1,2,1,4,3,-1,26.55,35.0,1,0
5,0,3,35.0,0,0,8.05,2,0,3,-1,0,8.05,105.0,0,1
6,0,3,25.14061971830986,0,0,8.4583,1,0,3,-1,0,8.4583,75.42185915492958,0,1
7,0,1,54.0,0,0,51.8625,2,0,3,5,1,51.8625,54.0,0,1
8,0,3,2.0,3,1,21.075,2,4,1,-1,0,4.215,6.0,1,1
9,1,3,27.0,0,2,11.1333,2,2,4,-1,0,3.7111,81.0,1,0
10,1,2,14.0,1,0,30.0708,0,1,4,-1,0,15.0354,28.0,1,0
11,1,3,4.0,1,1,16.7,2,2,2,8,1,5.566666666666666,12.0,1,0
12,1,1,58.0,0,0,26.55,2,0,2,3,-1,26.55,58.0,1,0
13,0,3,20.0,0,0,8.05,2,0,3,-1,0,8.05,60.0,0,1
14,0,3,39.0,1,5,31.275,2,6,3,-1,0,4.4678571428571425,117.0,0,1
15,0,3,14.0,0,0,7.8542,2,0,2,-1,0,7.8542,42.0,1,0
16,1,2,55.0,0,0,16.0,2,0,4,-1,0,16.0,110.0,1,0
17,0,3,2.0,4,1,29.125,1,5,1,-1,0,4.854166666666667,6.0,1,1
18,1,2,29.87763005780347,0,0,13.0,2,0,3,-1,0,13.0,59.75526011560694,0,1
19,0,3,31.0,1,0,18.0,2,1,4,-1,0,9.0,93.0,1,0
20,1,3,25.14061971830986,0,0,7.225,0,0,4,-1,0,7.225,75.42185915492958,1,0
21,0,2,35.0,0,0,26.0,2,0,3,-1,0,26.0,70.0,0,1
22,1,2,34.0,0,0,13.0,2,0,3,4,1,13.0,68.0,0,1
23,1,3,15.0,0,0,8.0292,1,0,2,-1,0,8.0292,45.0,1,0
24,1,1,28.0,0,0,35.5,2,0,3,1,1,35.5,28.0,0,1
25,0,3,8.0,3,1,21.075,2,4,2,-1,0,4.215,24.0,1,0
26,1,3,38.0,1,5,31.3875,2,6,4,-1,0,4.483928571428572,114.0,1,0
27,0,3,25.14061971830986,0,0,7.225,0,0,3,-1,0,7.225,75.42185915492958,0,1
28,0,1,19.0,3,2,263.0,2,5,3,3,-1,43.833333333333336,19.0,0,1
29,1,3,25.14061971830986,0,0,7.8792,1,0,2,-1,0,7.8792,75.42185915492958,1,0
30,0,3,25.14061971830986,0,0,7.8958,2,0,3,-1,0,7.8958,75.42185915492958,0,1
31,0,1,40.0,0,0,27.7208,0,0,3,-1,0,27.7208,40.0,0,1
32,1,1,38.233440860215055,1,0,146.5208,0,1,4,2,1,73.2604,38.233440860215055,1,0
33,1,3,25.14061971830986,0,0,7.75,1,0,2,-1,0,7.75,75.42185915492958,1,0
34,0,2,66.0,0,0,10.5,2,0,3,-1,0,10.5,132.0,0,1
35,0,1,28.0,1,0,82.1708,0,1,3,-1,0,41.0854,28.0,0,1
36,0,1,42.0,1,0,52.0,2,1,3,-1,0,26.0,42.0,0,1
37,1,3,25.14061971830986,0,0,7.2292,0,0,3,-1,0,7.2292,75.42185915492958,0,1
38,0,3,21.0,0,0,8.05,2,0,3,-1,0,8.05,63.0,0,1
39,0,3,18.0,2,0,18.0,2,2,2,-1,0,6.0,54.0,1,0
40,1,3,14.0,1,0,11.2417,0,1,2,-1,0,5.62085,42.0,1,0
41,0,3,40.0,1,0,9.475,2,1,4,-1,0,4.7375,120.0,1,0
42,0,2,27.0,1,0,21.0,2,1,4,-1,0,10.5,54.0,1,0
43,0,3,25.14061971830986,0,0,7.8958,0,0,3,-1,0,7.8958,75.42185915492958,0,1
44,1,2,3.0,1,2,41.5792,0,3,2,-1,0,10.3948,6.0,1,0
45,1,3,19.0,0,0,7.8792,1,0,2,-1,0,7.8792,57.0,1,0
46,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
47,0,3,25.14061971830986,1,0,15.5,1,1,3,-1,0,7.75,75.42185915492958,0,1
48,1,3,25.14061971830986,0,0,7.75,1,0,2,-1,0,7.75,75.42185915492958,1,0
49,0,3,25.14061971830986,2,0,21.6792,0,2,3,-1,0,7.226400000000001,75.42185915492958,0,1
50,0,3,18.0,1,0,17.8,2,1,4,-1,0,8.9,54.0,1,0
51,0,3,7.0,4,1,39.6875,2,5,1,-1,0,6.614583333333333,21.0,1,1
52,0,3,21.0,0,0,7.8,2,0,3,-1,0,7.8,63.0,0,1
53,1,1,49.0,1,0,76.7292,0,1,4,4,-1,38.3646,49.0,1,0
54,1,2,29.0,1,0,26.0,2,1,4,-1,0,13.0,58.0,1,0
55,0,1,65.0,0,1,61.9792,0,1,3,2,1,30.9896,65.0,0,1
56,1,1,38.233440860215055,0,0,35.5,2,0,3,3,1,35.5,38.233440860215055,0,1
57,1,2,21.0,0,0,10.5,2,0,2,-1,0,10.5,42.0,1,0
58,0,3,28.5,0,0,7.2292,0,0,3,-1,0,7.2292,85.5,0,1
59,1,2,5.0,1,2,27.75,2,3,2,-1,0,6.9375,10.0,1,0
60,0,3,11.0,5,2,46.9,2,7,1,-1,0,5.8625,33.0,0,1
61,0,3,22.0,0,0,7.2292,0,0,3,-1,0,7.2292,66.0,0,1
62,1,1,38.0,0,0,80.0,2,0,2,2,1,80.0,38.0,1,0
63,0,1,45.0,1,0,83.475,2,1,3,3,-1,41.7375,45.0,0,1
64,0,3,4.0,3,2,27.9,2,5,1,-1,0,4.6499999999999995,12.0,1,1
65,0,1,38.233440860215055,0,0,27.7208,0,0,3,-1,0,27.7208,38.233440860215055,0,1
66,1,3,25.14061971830986,1,1,15.2458,0,2,1,-1,0,5.081933333333333,75.42185915492958,0,1
67,1,2,29.0,0,0,10.5,2,0,4,6,-1,10.5,58.0,1,0
68,0,3,19.0,0,0,8.1583,2,0,3,-1,0,8.1583,57.0,0,1
69,1,3,17.0,4,2,7.925,2,6,2,-1,0,1.1321428571428571,51.0,1,0
70,0,3,26.0,2,0,8.6625,2,2,3,-1,0,2.8874999999999997,78.0,0,1
71,0,2,32.0,0,0,10.5,2,0,3,-1,0,10.5,64.0,0,1
72,0,3,16.0,5,2,46.9,2,7,2,-1,0,5.8625,48.0,1,0
73,0,2,21.0,0,0,73.5,2,0,3,-1,0,73.5,42.0,0,1
74,0,3,26.0,1,0,14.4542,0,1,3,-1,0,7.2271,78.0,0,1
75,1,3,32.0,0,0,56.4958,2,0,3,-1,0,56.4958,96.0,0,1
76,0,3,25.0,0,0,7.65,2,0,3,6,-1,7.65,75.0,0,1
77,0,3,25.14061971830986,0,0,7.8958,2,0,3,-1,0,7.8958,75.42185915492958,0,1
78,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
79,1,2,0.83,0,2,29.0,2,2,1,-1,0,9.666666666666666,1.66,1,1
80,1,3,30.0,0,0,12.475,2,0,2,-1,0,12.475,90.0,1,0
81,0,3,22.0,0,0,9.0,2,0,3,-1,0,9.0,66.0,0,1
82,1,3,29.0,0,0,9.5,2,0,3,-1,0,9.5,87.0,0,1
83,1,3,25.14061971830986,0,0,7.7875,1,0,2,-1,0,7.7875,75.42185915492958,1,0
84,0,1,28.0,0,0,47.1,2,0,3,-1,0,47.1,28.0,0,1
85,1,2,17.0,0,0,10.5,2,0,2,-1,0,10.5,34.0,1,0
86,1,3,33.0,3,0,15.85,2,3,4,-1,0,3.9625,99.0,1,0
87,0,3,16.0,1,3,34.375,2,4,3,-1,0,6.875,48.0,0,1
88,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
89,1,1,23.0,3,2,263.0,2,5,2,3,-1,43.833333333333336,23.0,1,0
90,0,3,24.0,0,0,8.05,2,0,3,-1,0,8.05,72.0,0,1
91,0,3,29.0,0,0,8.05,2,0,3,-1,0,8.05,87.0,0,1
92,0,3,20.0,0,0,7.8542,2,0,3,-1,0,7.8542,60.0,0,1
93,0,1,46.0,1,0,61.175,2,1,3,5,-1,30.5875,46.0,0,1
94,0,3,26.0,1,2,20.575,2,3,3,-1,0,5.14375,78.0,0,1
95,0,3,59.0,0,0,7.25,2,0,3,-1,0,7.25,177.0,0,1
96,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
97,0,1,71.0,0,0,34.6542,0,0,3,1,-1,34.6542,71.0,0,1
98,1,1,23.0,0,1,63.3583,0,1,3,4,1,31.67915,23.0,0,1
99,1,2,34.0,0,1,23.0,2,1,4,-1,0,11.5,68.0,1,0
100,0,2,34.0,1,0,26.0,2,1,3,-1,0,13.0,68.0,0,1
101,0,3,28.0,0,0,7.8958,2,0,2,-1,0,7.8958,84.0,1,0
102,0,3,25.14061971830986,0,0,7.8958,2,0,3,-1,0,7.8958,75.42185915492958,0,1
103,0,1,21.0,0,1,77.2875,2,1,3,4,1,38.64375,21.0,0,1
104,0,3,33.0,0,0,8.6542,2,0,3,-1,0,8.6542,99.0,0,1
105,0,3,37.0,2,0,7.925,2,2,3,-1,0,2.6416666666666666,111.0,0,1
106,0,3,28.0,0,0,7.8958,2,0,3,-1,0,7.8958,84.0,0,1
107,1,3,21.0,0,0,7.65,2,0,2,-1,0,7.65,63.0,1,0
108,1,3,25.14061971830986,0,0,7.775,2,0,3,-1,0,7.775,75.42185915492958,0,1
109,0,3,38.0,0,0,7.8958,2,0,3,-1,0,7.8958,114.0,0,1
110,1,3,25.14061971830986,1,0,24.15,1,1,2,-1,0,12.075,75.42185915492958,1,0
111,0,1,47.0,0,0,52.0,2,0,3,3,1,52.0,47.0,0,1
112,0,3,14.5,1,0,14.4542,0,1,2,-1,0,7.2271,43.5,1,0
113,0,3,22.0,0,0,8.05,2,0,3,-1,0,8.05,66.0,0,1
114,0,3,20.0,1,0,9.825,2,1,2,-1,0,4.9125,60.0,1,0
115,0,3,17.0,0,0,14.4583,0,0,2,-1,0,14.4583,51.0,1,0
116,0,3,21.0,0,0,7.925,2,0,3,-1,0,7.925,63.0,0,1
117,0,3,70.5,0,0,7.75,1,0,3,-1,0,7.75,211.5,0,1
118,0,2,29.0,1,0,21.0,2,1,3,-1,0,10.5,58.0,0,1
119,0,1,24.0,0,1,247.5208,0,1,3,2,1,123.7604,24.0,0,1
120,0,3,2.0,4,2,31.275,2,6,2,-1,0,4.4678571428571425,6.0,1,0
121,0,2,21.0,2,0,73.5,2,2,3,-1,0,24.5,42.0,0,1
122,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
123,0,2,32.5,1,0,30.0708,0,1,3,-1,0,15.0354,65.0,0,1
124,1,2,32.5,0,0,13.0,2,0,2,5,-1,13.0,65.0,1,0
125,0,1,54.0,0,1,77.2875,2,1,3,4,1,38.64375,54.0,0,1
126,1,3,12.0,1,0,11.2417,0,1,1,-1,0,5.62085,36.0,0,1
127,0,3,25.14061971830986,0,0,7.75,1,0,3,-1,0,7.75,75.42185915492958,0,1
128,1,3,24.0,0,0,7.1417,2,0,3,-1,0,7.1417,72.0,0,1
129,1,3,25.14061971830986,1,1,22.3583,0,2,2,5,-1,7.452766666666666,75.42185915492958,1,0
130,0,3,45.0,0,0,6.975,2,0,3,-1,0,6.975,135.0,0,1
131,0,3,33.0,0,0,7.8958,0,0,3,-1,0,7.8958,99.0,0,1
132,0,3,20.0,0,0,7.05,2,0,3,-1,0,7.05,60.0,0,1
133,0,3,47.0,1,0,14.5,2,1,4,-1,0,7.25,141.0,1,0
134,1,2,29.0,1,0,26.0,2,1,4,-1,0,13.0,58.0,1,0
135,0,2,25.0,0,0,13.0,2,0,3,-1,0,13.0,50.0,0,1
136,0,2,23.0,0,0,15.0458,0,0,3,-1,0,15.0458,46.0,0,1
137,1,1,19.0,0,2,26.2833,2,2,2,4,-1,8.7611,19.0,1,0
138,0,1,37.0,1,0,53.1,2,1,3,3,-1,26.55,37.0,0,1
139,0,3,16.0,0,0,9.2167,2,0,3,-1,0,9.2167,48.0,0,1
140,0,1,24.0,0,0,79.2,0,0,3,2,1,79.2,24.0,0,1
141,0,3,25.14061971830986,0,2,15.2458,0,2,4,-1,0,5.081933333333333,75.42185915492958,1,0
142,1,3,22.0,0,0,7.75,2,0,2,-1,0,7.75,66.0,1,0
143,1,3,24.0,1,0,15.85,2,1,4,-1,0,7.925,72.0,1,0
144,0,3,19.0,0,0,6.75,1,0,3,-1,0,6.75,57.0,0,1
145,0,2,18.0,0,0,11.5,2,0,3,-1,0,11.5,36.0,0,1
146,0,2,19.0,1,1,36.75,2,2,3,-1,0,12.25,38.0,0,1
147,1,3,27.0,0,0,7.7958,2,0,3,-1,0,7.7958,81.0,0,1
148,0,3,9.0,2,2,34.375,2,4,2,-1,0,6.875,27.0,1,0
149,0,2,36.5,0,2,26.0,2,2,3,6,1,8.666666666666666,73.0,0,1
150,0,2,42.0,0,0,13.0,2,0,3,-1,0,13.0,84.0,0,1
151,0,2,51.0,0,0,12.525,2,0,3,-1,0,12.525,102.0,0,1
152,1,1,22.0,1,0,66.6,2,1,4,3,1,33.3,22.0,1,0
153,0,3,55.5,0,0,8.05,2,0,3,-1,0,8.05,166.5,0,1
154,0,3,40.5,0,2,14.5,2,2,3,-1,0,4.833333333333333,121.5,0,1
155,0,3,25.14061971830986,0,0,7.3125,2,0,3,-1,0,7.3125,75.42185915492958,0,1
156,0,1,51.0,0,1,61.3792,0,1,3,-1,0,30.6896,51.0,0,1
157,1,3,16.0,0,0,7.7333,1,0,2,-1,0,7.7333,48.0,1,0
158,0,3,30.0,0,0,8.05,2,0,3,-1,0,8.05,90.0,0,1
159,0,3,25.14061971830986,0,0,8.6625,2,0,3,-1,0,8.6625,75.42185915492958,0,1
160,0,3,25.14061971830986,8,2,69.55,2,10,1,-1,0,6.322727272727272,75.42185915492958,0,1
161,0,3,44.0,0,1,16.1,2,1,3,-1,0,8.05,132.0,0,1
162,1,2,40.0,0,0,15.75,2,0,4,-1,0,15.75,80.0,1,0
163,0,3,26.0,0,0,7.775,2,0,3,-1,0,7.775,78.0,0,1
164,0,3,17.0,0,0,8.6625,2,0,3,-1,0,8.6625,51.0,0,1
165,0,3,1.0,4,1,39.6875,2,5,1,-1,0,6.614583333333333,3.0,1,1
166,1,3,9.0,0,2,20.525,2,2,1,-1,0,6.841666666666666,27.0,0,1
167,1,1,38.233440860215055,0,1,55.0,2,1,4,5,-1,27.5,38.233440860215055,1,0
168,0,3,45.0,1,4,27.9,2,5,4,-1,0,4.6499999999999995,135.0,1,0
169,0,1,38.233440860215055,0,0,25.925,2,0,3,-1,0,25.925,38.233440860215055,0,1
170,0,3,28.0,0,0,56.4958,2,0,3,-1,0,56.4958,84.0,0,1
171,0,1,61.0,0,0,33.5,2,0,3,2,-1,33.5,61.0,0,1
172,0,3,4.0,4,1,29.125,1,5,1,-1,0,4.854166666666667,12.0,1,1
173,1,3,1.0,1,1,11.1333,2,2,2,-1,0,3.7111,3.0,1,0
174,0,3,21.0,0,0,7.925,2,0,3,-1,0,7.925,63.0,0,1
175,0,1,56.0,0,0,30.6958,0,0,3,1,-1,30.6958,56.0,0,1
176,0,3,18.0,1,1,7.8542,2,2,3,-1,0,2.6180666666666665,54.0,0,1
177,0,3,25.14061971830986,3,1,25.4667,2,4,1,-1,0,5.0933399999999995,75.42185915492958,0,1
178,0,1,50.0,0,0,28.7125,0,0,2,3,-1,28.7125,50.0,1,0
179,0,2,30.0,0,0,13.0,2,0,3,-1,0,13.0,60.0,0,1
180,0,3,36.0,0,0,13.787874948665301,2,0,3,-1,0,13.787874948665301,108.0,0,1
181,0,3,25.14061971830986,8,2,69.55,2,10,2,-1,0,6.322727272727272,75.42185915492958,1,0
182,0,2,29.87763005780347,0,0,15.05,0,0,3,-1,0,15.05,59.75526011560694,0,1
183,0,3,9.0,4,2,31.3875,2,6,1,-1,0,4.483928571428572,27.0,0,1
184,1,2,1.0,2,1,39.0,2,3,1,6,1,9.75,2.0,1,1
185,1,3,4.0,0,2,22.025,2,2,2,-1,0,7.341666666666666,12.0,1,0
186,0,1,38.233440860215055,0,0,50.0,2,0,3,1,1,50.0,38.233440860215055,0,1
187,1,3,25.14061971830986,1,0,15.5,1,1,4,-1,0,7.75,75.42185915492958,1,0
188,1,1,45.0,0,0,26.55,2,0,3,-1,0,26.55,45.0,0,1
189,0,3,40.0,1,1,15.5,1,2,3,-1,0,5.166666666666667,120.0,0,1
190,0,3,36.0,0,0,7.8958,2,0,3,-1,0,7.8958,108.0,0,1
191,1,2,32.0,0,0,13.0,2,0,4,-1,0,13.0,64.0,1,0
192,0,2,19.0,0,0,13.0,2,0,3,-1,0,13.0,38.0,0,1
193,1,3,19.0,1,0,7.8542,2,1,2,-1,0,3.9271,57.0,1,0
194,1,2,3.0,1,1,26.0,2,2,1,6,1,8.666666666666666,6.0,1,1
195,1,1,44.0,0,0,27.7208,0,0,4,2,1,27.7208,44.0,1,0
196,1,1,58.0,0,0,146.5208,0,0,2,2,1,146.5208,58.0,1,0
197,0,3,25.14061971830986,0,0,7.75,1,0,3,-1,0,7.75,75.42185915492958,0,1
198,0,3,42.0,0,1,8.4042,2,1,3,-1,0,4.2021,126.0,0,1
199,1,3,25.14061971830986,0,0,7.75,1,0,2,-1,0,7.75,75.42185915492958,1,0
200,0,2,24.0,0,0,13.0,2,0,4,-1,0,13.0,48.0,1,0
201,0,3,28.0,0,0,9.5,2,0,3,-1,0,9.5,84.0,0,1
202,0,3,25.14061971830986,8,2,69.55,2,10,3,-1,0,6.322727272727272,75.42185915492958,0,1
203,0,3,34.0,0,0,6.4958,2,0,3,-1,0,6.4958,102.0,0,1
204,0,3,45.5,0,0,7.225,0,0,3,-1,0,7.225,136.5,0,1
205,1,3,18.0,0,0,8.05,2,0,3,-1,0,8.05,54.0,0,1
206,0,3,2.0,0,1,10.4625,2,1,2,8,1,5.23125,6.0,1,0
207,0,3,32.0,1,0,15.85,2,1,3,-1,0,7.925,96.0,0,1
208,1,3,26.0,0,0,18.7875,0,0,3,-1,0,18.7875,78.0,0,1
209,1,3,16.0,0,0,7.75,1,0,2,-1,0,7.75,48.0,1,0
210,1,1,40.0,0,0,31.0,0,0,3,1,-1,31.0,40.0,0,1
211,0,3,24.0,0,0,7.05,2,0,3,-1,0,7.05,72.0,0,1
212,1,2,35.0,0,0,21.0,2,0,2,-1,0,21.0,70.0,1,0
213,0,3,22.0,0,0,7.25,2,0,3,-1,0,7.25,66.0,0,1
214,0,2,30.0,0,0,13.0,2,0,3,-1,0,13.0,60.0,0,1
215,0,3,25.14061971830986,1,0,7.75,1,1,3,-1,0,3.875,75.42185915492958,0,1
216,1,1,31.0,1,0,113.275,0,1,2,4,1,56.6375,31.0,1,0
217,1,3,27.0,0,0,7.925,2,0,2,-1,0,7.925,81.0,1,0
218,0,2,42.0,1,0,27.0,2,1,3,-1,0,13.5,84.0,0,1
219,1,1,32.0,0,0,76.2917,0,0,2,4,-1,76.2917,32.0,1,0
220,0,2,30.0,0,0,10.5,2,0,3,-1,0,10.5,60.0,0,1
221,1,3,16.0,0,0,8.05,2,0,3,-1,0,8.05,48.0,0,1
222,0,2,27.0,0,0,13.0,2,0,3,-1,0,13.0,54.0,0,1
223,0,3,51.0,0,0,8.05,2,0,3,-1,0,8.05,153.0,0,1
224,0,3,25.14061971830986,0,0,7.8958,2,0,3,-1,0,7.8958,75.42185915492958,0,1
225,1,1,38.0,1,0,90.0,2,1,3,3,-1,45.0,38.0,0,1
226,0,3,22.0,0,0,9.35,2,0,3,-1,0,9.35,66.0,0,1
227,1,2,19.0,0,0,10.5,2,0,3,-1,0,10.5,38.0,0,1
228,0,3,20.5,0,0,7.25,2,0,3,-1,0,7.25,61.5,0,1
229,0,2,18.0,0,0,13.0,2,0,3,-1,0,13.0,36.0,0,1
230,0,3,25.14061971830986,3,1,25.4667,2,4,2,-1,0,5.0933399999999995,75.42185915492958,1,0
231,1,1,35.0,1,0,83.475,2,1,4,3,-1,41.7375,35.0,1,0
232,0,3,29.0,0,0,7.775,2,0,3,-1,0,7.775,87.0,0,1
233,0,2,59.0,0,0,13.5,2,0,3,-1,0,13.5,118.0,0,1
234,1,3,5.0,4,2,31.3875,2,6,2,-1,0,4.483928571428572,15.0,1,0
235,0,2,24.0,0,0,10.5,2,0,3,-1,0,10.5,48.0,0,1
236,0,3,25.14061971830986,0,0,7.55,2,0,2,-1,0,7.55,75.42185915492958,1,0
237,0,2,44.0,1,0,26.0,2,1,3,-1,0,13.0,88.0,0,1
238,1,2,8.0,0,2,26.25,2,2,2,-1,0,8.75,16.0,1,0
239,0,2,19.0,0,0,10.5,2,0,3,-1,0,10.5,38.0,0,1
240,0,2,33.0,0,0,12.275,2,0,3,-1,0,12.275,66.0,0,1
241,0,3,25.14061971830986,1,0,14.4542,0,1,2,-1,0,7.2271,75.42185915492958,1,0
242,1,3,25.14061971830986,1,0,15.5,1,1,2,-1,0,7.75,75.42185915492958,1,0
243,0,2,29.0,0,0,10.5,2,0,3,-1,0,10.5,58.0,0,1
244,0,3,22.0,0,0,7.125,2,0,3,-1,0,7.125,66.0,0,1
245,0,3,30.0,0,0,7.225,0,0,3,-1,0,7.225,90.0,0,1
246,0,1,44.0,2,0,90.0,1,2,4,3,1,30.0,44.0,0,1
247,0,3,25.0,0,0,7.775,2,0,2,-1,0,7.775,75.0,1,0
248,1,2,24.0,0,2,14.5,2,2,4,-1,0,4.833333333333333,48.0,1,0
249,1,1,37.0,1,1,52.5542,2,2,3,4,-1,17.518066666666666,37.0,0,1
250,0,2,54.0,1,0,26.0,2,1,3,-1,0,13.0,108.0,0,1
251,0,3,25.14061971830986,0,0,7.25,2,0,3,-1,0,7.25,75.42185915492958,0,1
252,0,3,29.0,1,1,10.4625,2,2,4,8,1,3.4875000000000003,87.0,1,0
253,0,1,62.0,0,0,26.55,2,0,3,3,-1,26.55,62.0,0,1
254,0,3,30.0,1,0,16.1,2,1,3,-1,0,8.05,90.0,0,1
255,0,3,41.0,0,2,20.2125,2,2,4,-1,0,6.7375,123.0,1,0
256,1,3,29.0,0,2,15.2458,0,2,4,-1,0,5.081933333333333,87.0,1,0
257,1,1,38.233440860215055,0,0,79.2,0,0,4,-1,0,79.2,38.233440860215055,1,0
258,1,1,30.0,0,0,86.5,2,0,2,2,-1,86.5,30.0,1,0
259,1,1,35.0,0,0,512.3292,0,0,2,-1,0,512.3292,35.0,1,0
260,1,2,50.0,0,1,26.0,2,1,4,-1,0,13.0,100.0,1,0
261,0,3,25.14061971830986,0,0,7.75,1,0,3,-1,0,7.75,75.42185915492958,0,1
262,1,3,3.0,4,2,31.3875,2,6,1,-1,0,4.483928571428572,9.0,1,1
263,0,1,52.0,1,1,79.65,2,2,3,5,-1,26.55,52.0,0,1
264,0,1,40.0,0,0,86.14887440758287,2,0,3,2,1,86.14887440758287,40.0,0,1
265,0,3,25.14061971830986,0,0,7.75,1,0,2,-1,0,7.75,75.42185915492958,1,0
266,0,2,36.0,0,0,10.5,2,0,3,-1,0,10.5,72.0,0,1
267,0,3,16.0,4,1,39.6875,2,5,3,-1,0,6.614583333333333,48.0,0,1
268,1,3,25.0,1,0,7.775,2,1,3,-1,0,3.8875,75.0,0,1
269,1,1,58.0,0,1,153.4625,2,1,4,3,-1,76.73125,58.0,1,0
270,1,1,35.0,0,0,135.6333,2,0,2,3,-1,135.6333,35.0,1,0
271,0,1,38.233440860215055,0,0,31.0,2,0,3,-1,0,31.0,38.233440860215055,0,1
272,1,3,25.0,0,0,13.787874948665301,2,0,3,-1,0,13.787874948665301,75.0,0,1
273,1,2,41.0,0,1,19.5,2,1,4,-1,0,9.75,82.0,1,0
274,0,1,37.0,0,1,29.7,0,1,3,3,1,14.85,37.0,0,1
275,1,3,25.14061971830986,0,0,7.75,1,0,2,-1,0,7.75,75.42185915492958,1,0
276,1,1,63.0,1,0,77.9583,2,1,2,4,-1,38.97915,63.0,1,0
277,0,3,45.0,0,0,7.75,2,0,2,-1,0,7.75,135.0,1,0
278,0,2,29.87763005780347,0,0,21.358661235955054,2,0,3,-1,0,21.358661235955054,59.75526011560694,0,1
279,0,3,7.0,4,1,29.125,1,5,1,-1,0,4.854166666666667,21.0,1,1
280,1,3,35.0,1,1,20.25,2,2,4,-1,0,6.75,105.0,1,0
281,0,3,65.0,0,0,7.75,1,0,3,-1,0,7.75,195.0,0,1
282,0,3,28.0,0,0,7.8542,2,0,3,-1,0,7.8542,84.0,0,1
283,0,3,16.0,0,0,9.5,2,0,3,-1,0,9.5,48.0,0,1
284,1,3,19.0,0,0,8.05,2,0,3,-1,0,8.05,57.0,0,1
285,0,1,38.233440860215055,0,0,26.0,2,0,3,1,-1,26.0,38.233440860215055,0,1
286,0,3,33.0,0,0,8.6625,0,0,3,-1,0,8.6625,99.0,0,1
287,1,3,30.0,0,0,9.5,2,0,3,-1,0,9.5,90.0,0,1
288,0,3,22.0,0,0,7.8958,2,0,3,-1,0,7.8958,66.0,0,1
289,1,2,42.0,0,0,13.0,2,0,3,-1,0,13.0,84.0,0,1
290,1,3,22.0,0,0,7.75,1,0,2,-1,0,7.75,66.0,1,0
291,1,1,26.0,0,0,78.85,2,0,2,-1,0,78.85,26.0,1,0
292,1,1,19.0,1,0,91.0792,0,1,4,2,-1,45.5396,19.0,1,0
293,0,2,36.0,0,0,12.875,0,0,3,4,0,12.875,72.0,0,1
294,0,3,24.0,0,0,8.85,2,0,2,-1,0,8.85,72.0,1,0
295,0,3,24.0,0,0,7.8958,2,0,3,-1,0,7.8958,72.0,0,1
296,0,1,38.233440860215055,0,0,27.7208,0,0,3,-1,0,27.7208,38.233440860215055,0,1
